_dataset,actionability_score,activity_tags,address,aggregator_domain,candidate_id,candidate_status,capacity_max_detected,capacity_text,category,city,confidence_score,constraints_tags,contact,dedupe_key,department,description,email_questions,evidence_text,fit_beyond_score,formal_completeness_score,formal_extraction_status,formal_scrape_checked_at,formal_scrape_content_type,geo_status,is_aggregator,last_seen_at,lat,lon,missing_formal_fields,name,observation_count,page_type,price_score,price_text,rental_decision_needed,rental_email_question,rental_negative_signals,rental_positive_signals,rental_possible_confidence,rental_possible_status,source_confidence,source_domain,source_reliability,source_url,space_tags,specific_rental_page_url,website
candidate,75,"yoga, danse",Arcueil,,venue_venue_mescommerces.iledefrance.fr_yoga a arcueil_arcueil,to_contact,0,,"studio_de_danse, studio, studio_yoga",Arcueil,0.85,,,yoga_à_arcueil_arcueil,94,,,rental_possible: location de,75,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions",Yoga à Arcueil,1,official_venue_page,0,,no,,,,0.85,possible,0.85,mescommerces.iledefrance.fr,S3,https://mescommerces.iledefrance.fr/annuaire/ville/arcueil-94/yoga,,,https://mescommerces.iledefrance.fr/annuaire/ville/arcueil-94/yoga
candidate,90,,"105, avenue Aristide Briand.",,venue_venue_ville-montrouge.fr_reserver une salle_montrouge,to_contact,0,,maison_des_associations,Montrouge,0.82,,,réserver_une_salle_montrouge,92,,,"rental_possible: location salle | address: 105, avenue Aristide Briand.",90,1/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"postal_code, phone, email, price, capacity, rental_restrictions",Réserver une salle,1,official_rental_page,0,,no,,,,0.85,possible,0.82,ville-montrouge.fr,S4,https://www.ville-montrouge.fr/834-reserver-une-salle.htm,,,https://www.ville-montrouge.fr/834-reserver-une-salle.htm
candidate,75,arts_martiaux,"25 Avenue de la Porte de Châtillon""}} {""@context"":""https://schema.org/""",,venue_venue_dojodeparis.com_dojo de paris_montrouge,to_contact,0,,unknown,Montrouge,0.77,,,dojo_de_paris_montrouge,92,,,rental_possible: location salle | capacity: 400 places,75,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.82305,2.316144,"address, postal_code, phone, email, price, rental_restrictions",Dojo de Paris,1,official_venue_page,0,,no,,,,0.85,possible,0.77,dojodeparis.com,S3,https://www.dojodeparis.com,,,https://www.dojodeparis.com
candidate,75,danse,Gentilly,,venue_venue_classpass.com_best dance studios in gentilly_gentilly,to_contact,0,,"studio_de_danse, studio",Gentilly,0.85,,,best_dance_studios_in_gentilly_gentilly,94,,,rental_possible: location salle,75,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions",Best Dance Studios in Gentilly,1,official_venue_page,0,,no,,,,0.85,possible,0.85,classpass.com,S3,https://classpass.com/search/gentilly/dance-classes/5bbAE2tRm7d,,,https://classpass.com/search/gentilly/dance-classes/5bbAE2tRm7d
candidate,55,"yoga, pilates",Allée des Grandes Maisons 94250 Gentilly,,venue_venue_clients.mindbodyonline.com_maison yoga_gentilly,new,0,,studio_yoga,Gentilly,0.3,,,maison_yoga_gentilly,94,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.806204,2.343882,"address, postal_code, phone, email, price, capacity, rental_restrictions",Maison Yoga,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,clients.mindbodyonline.com,S3,https://clients.mindbodyonline.com/classic/home?studioid=5739055,,,https://clients.mindbodyonline.com/classic/home?studioid=5739055
candidate,75,"musique, theatre",Allée des Grandes Maisons 94250 Gentilly,,venue_venue_en.chamonix.com_maison des jeunes et de la culture chamonix_gentilly,to_contact,0,,theatre,Gentilly,0.85,,,maison_des_jeunes_et_de_la_culture_chamonix_gentilly,94,,,rental_possible: location salle,75,0/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,48.806204,2.343882,"address, postal_code, phone, email, price, capacity, rental_restrictions",Maison des Jeunes et de la Culture Chamonix,1,municipal_facility_page,0,,no,,,,0.85,possible,0.85,en.chamonix.com,S3,https://en.chamonix.com/salle-de-spectacles-concerts/maison-des-jeunes-et-de-la-culture,,,https://en.chamonix.com/salle-de-spectacles-concerts/maison-des-jeunes-et-de-la-culture
candidate,80,,Gentilly,,venue_venue_rouen.fr_louer la salle europa de la mjc rive gauche_gentilly,to_contact,0,,mjc,Gentilly,0.75,,,louer_la_salle_europa_de_la_mjc_rive_gauche_gentilly,94,,,rental_possible: tarif | price: Soirée en semaine (18h-0h) : 158 € | Week-end journée (8h-18h) : 275 € | 158 € 1/2 journée,80,1/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,None,None,"{'value': ['address', 'postal_code', 'phone', 'email', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Louer la Salle Europa de la MJC Rive Gauche,1,municipal_facility_page,0,"{""evening_weekday_eur"": 158, ""weekend_daily_eur"": 275, ""half_day_eur"": 158}",no,,,,0.8,possible,0.75,rouen.fr,S3,https://rouen.fr/fr/mjc-rive-gauche-salle-europa,,,https://rouen.fr/fr/mjc-rive-gauche-salle-europa
candidate,75,,Allée René Cassin 94250 Gentilly,,venue_venue_spacebase.com_rent dojo 5 salle 2 paris_gentilly,to_contact,0,,dojo,Gentilly,0.8,politique_annulation,,rent_dojo_5_salle_2_paris_gentilly,94,,,rental_possible: book,75,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.815243,2.35044,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Rent DOJO 5 SALLE 2 Paris,1,official_venue_page,0,,no,,,,0.8,possible,0.8,spacebase.com,S3,https://www.spacebase.com/en/venue/salle-2-1056508,,,https://www.spacebase.com/en/venue/salle-2-1056508
candidate,60,"bien-être, studio, yoga",Villejuif,,venue_venue_isospace.fr_amenagement du studio de yoga yoganmove_villejuif,new,0,"{""surface_m2"": 200.0}",yoga_studio,Villejuif,0.5,,,concevoir_et_réaliser_de_a_à_z_le_nouveau_studio_de_yoga_yog'n'move_à_villeju...,94,,,capacity: 200 m²,60,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Concevoir et réaliser de A à Z le nouveau studio de yoga Yog'n'Move à Villeju...,1,official_venue_page,0,,yes,,,,0.3,unclear,0.5,isospace.fr,S3,https://www.isospace.fr/realisations/studio-de-yoga-yognmove,,,https://www.isospace.fr/realisations/studio-de-yoga-yognmove
candidate,60,yoga,76 Avenue de Paris 94800 villejuif France Caractéristiques Situation 48.8011871,,obs_legacy-source-records_6b0aa28ab0,new,0,,yoga_studio,Villejuif,0.67,,0676524204 — yognmove@gmail.com,location_magnifique_salle_neuve_pour_stage_et_formation_villejuif,94,,,,60,2/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.801196,2.364803,"{'value': ['address', 'postal_code', 'price', 'capacity'], 'evidence_quote': '', 'confidence': 0.9}",Location magnifique salle neuve pour stage et formation,1,official_venue_page,0,,yes,,,,0.3,unclear,0.67,yogmee.fr,S3,https://www.yogmee.fr/salles/location-magnifique-salle-neuve-pour-stage-et-formation,,https://www.yogmee.fr/salles/location-magnifique-salle-neuve-pour-stage-et-formation,https://www.yogmee.fr/salles/location-magnifique-salle-neuve-pour-stage-et-formation
candidate,75,sport,Rue Camille Desmoulins 94800 Villejuif,,venue_venue_villejuif.fr_ville de villejuif associations_villejuif,to_contact,0,,fitness_studio,Villejuif,0.8,,,ville_de_villejuif:_associations_villejuif,94,,,rental_possible: book,75,0/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,48.796132,2.346675,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Ville de Villejuif: Associations,1,municipal_facility_page,0,,no,,,,0.8,possible,0.8,villejuif.fr,S3,https://www.villejuif.fr/associations,,,https://www.villejuif.fr/associations
candidate,75,"arts_martiaux, concert, judo","25 Avenue de la Porte de Châtillon""}} {""@context"":""https://schema.org/""",,venue_venue_dojodeparis.com_dojo de paris_gentilly,to_contact,0,,dojo,Gentilly,0.8,,,dojo_de_paris_gentilly,94,,,rental_possible: location salle,75,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.82305,2.316144,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Dojo de Paris,1,official_venue_page,0,,no,,,,0.8,possible,0.8,dojodeparis.com,S3,https://www.dojodeparis.com,,,https://www.dojodeparis.com
candidate,90,,6 rue Georges Lebigot 94800 Villejuif Localiser sur OpenStreetMap Centre-Sud-Est 01 86 93 31 40,,venue_venue_villejuif.fr_vie associative_villejuif,to_contact,0,,mjc,Villejuif,0.8,reservation_via_mairie,,vie_associative_villejuif,94,,,rental_possible: location de salle,90,0/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,48.792897,2.365966,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Vie associative,1,official_rental_page,0,,no,,,,0.8,possible,0.8,villejuif.fr,S4,https://www.villejuif.fr/decouvrir-villejuif/vie-associative,,,https://www.villejuif.fr/decouvrir-villejuif/vie-associative
candidate,85,"studio, yoga",9 Rue de la Convention 94270 Le Kremlin-Bicêtre,,venue_venue_immobilier.lefigaro.fr_9 studios en location a le kremlin_le kremlin-bicêtre,to_contact,0,"{""surface_m2"": 23.0}",yoga_studio,Le Kremlin-Bicêtre,0.67,,,salle_yoga_location_le_kremlin-bicêtre_—_studio_de_particulier_à_louer_sur_le...,94,,,rental_possible: louer | price: 950 € mensuel | capacity: 23 m²,85,2/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.812557,2.36016,"{'value': ['address', 'postal_code', 'phone', 'email', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",salle yoga location Le Kremlin-Bicêtre — Studio de particulier à louer sur Le...,1,official_venue_page,0,"{""monthly_rent_eur"": 950}",no,,,,0.8,possible,0.67,immobilier.lefigaro.fr,S3,https://immobilier.lefigaro.fr/annonces/immobilier-location-appartement+studio-le+kremlin+bicetre+94270.html,,,https://immobilier.lefigaro.fr/annonces/immobilier-location-appartement+studio-le+kremlin+bicetre+94270.html
candidate,75,"arts_martiaux, boxe, judo, karaté, mma",Rue des Martinets 94270 Le Kremlin-Bicêtre,,venue_venue_ville-data.com_arts martiaux boxe mma au kremlin_le kremlin-bicêtre,to_contact,0,,dojo,Le Kremlin-Bicêtre,0.8,,,dojo_location_salle_le_kremlin-bicêtre_—_trouver_une_salle_d'arts_martiaux_ou...,94,,,rental_possible: location salle,75,0/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,48.805964,2.349925,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",dojo location salle Le Kremlin-Bicêtre — Trouver une salle d'arts martiaux ou...,1,municipal_facility_page,0,,no,,,,0.8,possible,0.8,ville-data.com,S3,https://ville-data.com/salle-de-combat-dojo/Le-Kremlin-Bicetre-94-94043,,,https://ville-data.com/salle-de-combat-dojo/Le-Kremlin-Bicetre-94-94043
candidate,95,"formation, réunion, séminaire, workshop",Val-d'Oise,,venue_venue_espace-jules-cesar.fr_location salle de reunion valdoise95 guide checklist_val-d'oise,to_contact,0,"{""max"": 20}",salle_reunion,Val-d'Oise,0.75,,,location_salle_de_réunion_val-d’oise(95)_:_guide_+_checklist_val-d'oise,95,,,rental_possible: location de salle | capacity: 20 personnes,95,1/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Location salle de réunion Val-d’Oise(95) : guide + checklist,2,official_rental_page,0,,no,,,,0.8,possible,0.75,espace-jules-cesar.fr,S4,https://espace-jules-cesar.fr/location-salle-reunion-val-doise-95-guide-checklist,,,https://espace-jules-cesar.fr/location-salle-reunion-val-doise-95-guide-checklist
candidate,75,,25 rue Gabriel Péri,,venue_venue_ville-chatillon.fr_reservation dune salle municipale_châtillon,to_contact,0,,mjc,Châtillon,0.75,,,les_salles_à_disposition_des_associations_châtillonnaise_·_salle_gabriel_péri...,92,,,rental_possible: location salle | address: 25 rue Gabriel Péri ,75,1/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,None,None,"{'value': ['postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Les salles à disposition des associations châtillonnaise · Salle Gabriel Péri...,1,municipal_facility_page,0,,no,,,,0.8,possible,0.75,ville-chatillon.fr,S3,https://www.ville-chatillon.fr/vos-services/vie-associative/reservation-dune-salle-municipale-par-une-association-chatillonnaise,,,https://www.ville-chatillon.fr/vos-services/vie-associative/reservation-dune-salle-municipale-par-une-association-chatillonnaise
candidate,95,,34 rue Gambetta 92240 Malakoff,,venue_venue_leboncoin.fr_location salle malakoff_malakoff,to_contact,0,"{""surface_m2"": 25.0}",dojo,Malakoff,0.73,particulier_et_professionnel,,location_salle_malakoff_malakoff,92,,,rental_possible: location de salle | capacity: 25m2 | address: 34 rue Gambetta 92240 Malakoff,95,2/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,48.813571,2.294355,"{'value': ['phone', 'email', 'price', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Location salle Malakoff,1,official_rental_page,0,,no,,,,0.8,possible,0.73,leboncoin.fr,S4,https://www.leboncoin.fr/ad/locations/3010019425,,,https://www.leboncoin.fr/ad/locations/3010019425
candidate,55,"cours, yoga",Rue de la Tour 92240 Malakoff,,venue_venue_usmmalakoff.fr_section yoga de lusm malakoff_malakoff,new,0,,dojo,Malakoff,0.3,,,section_yoga_de_l'usm_malakoff_malakoff,92,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.822934,2.304894,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Section Yoga de l'USM Malakoff,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,usmmalakoff.fr,S3,https://www.usmmalakoff.fr/section-yoga,,,https://www.usmmalakoff.fr/section-yoga
candidate,85,,1 place de la Mairie 42800 Saint-Joseph - FRANCE +33 4 77 75 07 53 Contact par formulaire Liens Ce,,venue_venue_commune-saint-joseph.fr_la maison des associations_malakoff,to_contact,0,"{""max"": 30}",mjc,Malakoff,0.67,"caution_requise, reservation_via_mairie",,la_maison_des_associations_malakoff,92,,,rental_possible: réserv | price: caution de 75 € | capacity: contenir 30 personnes | contenir 30 personnes,85,2/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,None,None,"{'value': ['address', 'postal_code', 'phone', 'email', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",LA MAISON DES ASSOCIATIONS,1,municipal_facility_page,0,"{""deposit_eur"": 75}",no,,,,0.8,possible,0.67,commune-saint-joseph.fr,S3,https://commune-saint-joseph.fr/fr/rr/837917/19164/la-maison-des-associations,,,https://commune-saint-joseph.fr/fr/rr/837917/19164/la-maison-des-associations
candidate,80,,56 rue de la Bourcillière 92140,,venue_venue_clamart.fr_dojo du centre sportif maria brignole de galliera_clamart,to_contact,0,,dojo,CLAMART,0.7,,0146623535,adresse_:_56_rue_de_la_bourcillière_92140_clamart,92,,,rental_possible: location salle | address: Adresse : 56 rue de la Bourcillière 92140,80,2/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.804352,2.254416,"{'value': ['email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Adresse : 56 rue de la Bourcillière 92140,1,official_venue_page,0,,no,,,,0.8,possible,0.7,clamart.fr,S3,https://www.clamart.fr/fr/annuaire-des-lieux-de-l%E2%80%99agenda/dojo-du-centre-sportif-maria-brignole-de-galliera,,,https://www.clamart.fr/fr/annuaire-des-lieux-de-l%E2%80%99agenda/dojo-du-centre-sportif-maria-brignole-de-galliera
candidate,95,"cours, danse, studio",Rue de la Convention 94270 Le Kremlin-Bicêtre,,venue_venue_studiodiabolo.fr_studiodiabolo cours de danse location de salle le kremlin_le kremlin-bicêtre,to_contact,0,,dance_studio,Le Kremlin-Bicêtre,0.85,,studio.diabolo@gmail.com,"studiodiabolo_cours_de_danse,_location_de_salle,_le_kremlin_le_kremlin-bicêtre",94,,,rental_possible: location de salle,95,1/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,48.812177,2.357722,"{'value': ['address', 'postal_code', 'phone', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}","Studiodiabolo cours de danse, location de salle, le Kremlin",1,official_rental_page,0,,no,,,,0.8,possible,0.85,studiodiabolo.fr,S4,https://www.studiodiabolo.fr,,,https://www.studiodiabolo.fr
candidate,75,réunion,Impasse Emile Zola 94270 Le Kremlin-Bicêtre,,venue_venue_kremlinbicetre.fr_laccompagnement par la ville_le kremlin-bicêtre,to_contact,0,,mjc,Le Kremlin-Bicêtre,0.8,,,l'accompagnement_par_la_ville_le_kremlin-bicêtre,94,,,rental_possible: location salle,75,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.814679,2.364049,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",L'accompagnement par la ville,1,official_venue_page,0,,no,,,,0.8,possible,0.8,kremlinbicetre.fr,S3,https://www.kremlinbicetre.fr/loisirs-sorties/associations/laccompagnement-par-la-ville,,,https://www.kremlinbicetre.fr/loisirs-sorties/associations/laccompagnement-par-la-ville
candidate,75,réunion,Rue des Sablons 92140 Clamart,,venue_venue_mjcslachatre.jimdofree.com_locations salles_clamart,to_contact,0,,mjc,Clamart,0.8,,,nous_proposons_des_salles_à_la_location_pour_les_professionnels_ou_des_associ...,92,,,rental_possible: à la location,75,0/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,48.80735,2.257953,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Nous proposons des salles à la location pour les professionnels ou des associ...,1,municipal_facility_page,0,,no,,,,0.8,possible,0.8,mjcslachatre.jimdofree.com,S3,https://mjcslachatre.jimdofree.com/locations/location-salles,,,https://mjcslachatre.jimdofree.com/locations/location-salles
candidate,85,"danse, studio",Rue Léon Bloy 92340 Bourg-la-Reine,,venue_venue_pap.fr_location studio bourg_bourg-la-reine,to_contact,0,"{""surface_m2"": 27.0}",dance_studio,Bourg-la-Reine,0.67,,,location_studio_bourg-la-reine_bourg-la-reine,92,,,rental_possible: location salle | price: 1.040 € · | capacity: 27 m²,85,2/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.786465,2.324034,"{'value': ['address', 'postal_code', 'phone', 'email', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Location studio Bourg-la-Reine,1,official_venue_page,0,"{""monthly_rent_eur"": 1040}",no,,,,0.8,possible,0.67,pap.fr,S3,https://www.pap.fr/annonce/locations-bourg-la-reine-92340-g43284-studio,,,https://www.pap.fr/annonce/locations-bourg-la-reine-92340-g43284-studio
candidate,80,arts_martiaux,Rue de la Porte de Trivaux 92140 Clamart,,venue_venue_sportenfrance.fr_complexe sportif de trivaux_clamart,to_contact,0,"{""surface_m2"": 264.0}",dojo,Clamart,0.75,,,dojo_/_salle_d'arts_martiaux_en_béton_disposant_d'un_éclairage_et_de_2_vestia...,92,,,rental_possible: location salle | capacity: 264.00 m²,80,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.789723,2.255055,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Dojo / Salle d'arts martiaux en béton disposant d'un éclairage et de 2 vestia...,1,official_venue_page,0,,no,,,,0.8,possible,0.75,sportenfrance.fr,S3,https://www.sportenfrance.fr/ile-de-france/hauts-de-seine/clamart/920230009-complexe-sportif-de-trivaux-garenne,,,https://www.sportenfrance.fr/ile-de-france/hauts-de-seine/clamart/920230009-complexe-sportif-de-trivaux-garenne
candidate,25,"fitness, studio, yoga",Malakoff,,venue_venue_leslieefird.com_gap fitness studios_malakoff,rejected,0,,yoga_studio,Malakoff,0.6,,,"gap_fitness_studios_in_malakoff,_tx_specializes_in_core_training,_mobility_im...",92,,,rental_possible: fitness classes,25,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}","Gap Fitness Studios in Malakoff, TX specializes in core training, mobility im...",1,official_venue_page,0,,no,,,,0.6,unlikely,0.6,leslieefird.com,S3,https://www.leslieefird.com,,,https://www.leslieefird.com
candidate,25,"cours, yoga","3 pl Condorcet, 92340 Bourg",,venue_venue_fr.mappy.com_cours de yoga a bourg_bourg-la-reine,rejected,0,,yoga_studio,Bourg la Reine,0.65,,,"cours_de_yoga_à_bourg-la-reine_92340,_france_·_déborah_rouzel_bourg_la_reine",92,,,"rental_possible: cours de yoga | address: 3 pl Condorcet, 92340 Bourg",25,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.781649,2.310609,"{'value': ['phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}","Cours de yoga à Bourg-la-Reine 92340, France · Déborah Rouzel",1,official_venue_page,0,,no,,,,0.6,unlikely,0.65,fr.mappy.com,S3,https://fr.mappy.com/activite/yoga-cours/92340-bourg-la-reine,,,https://fr.mappy.com/activite/yoga-cours/92340-bourg-la-reine
candidate,55,"cours, yoga",31 avenue de la,,venue_venue_bourg-la-reine.fr_satya santosha_bourg-la-reine,new,0,,yoga_studio,Bourg-la-Reine,0.5,,,l'association_satya_santosha_vous_propose_des_cours_de_viniyoga_en_salle_à_bo...,92,,,address: 31 avenue de la,55,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.779888,2.316407,"{'value': ['postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",L'association Satya Santosha vous propose des cours de viniyoga en salle à Bo...,1,official_venue_page,0,,yes,,,,0.3,unclear,0.5,bourg-la-reine.fr,S3,https://www.bourg-la-reine.fr/annuaire/26119/10313-satya-santosha.htm,,,https://www.bourg-la-reine.fr/annuaire/26119/10313-satya-santosha.htm
candidate,60,yoga,Rue Condorcet 92140 Clamart,,venue_venue_yoga-clamart.com_contact_clamart,new,0,,yoga_studio,Clamart,0.67,,0146380461 — annemarievholder@gmail.com,téléphone_fixe_:_01.46.38.04.61_·_téléphone_portable_:_06.18.06.91.65_·_email...,92,,,,60,2/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.810995,2.265357,"{'value': ['address', 'postal_code', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Téléphone fixe : 01.46.38.04.61 · Téléphone portable : 06.18.06.91.65 · Email...,1,official_venue_page,0,,yes,,,,0.3,unclear,0.67,yoga-clamart.com,S3,https://www.yoga-clamart.com/contact,,,https://www.yoga-clamart.com/contact
candidate,60,yoga,Place de la Gare 92340 Bourg-la-Reine,,venue_venue_bourg-la-reine.fr_yoga place_bourg-la-reine,new,0,,yoga_studio,Bourg-la-Reine,0.6,,0695648136 — contact@yogaplace.fr,yoga_place_bourg-la-reine,92,,,,60,2/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.780531,2.31292,"{'value': ['address', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",YOGA Place,1,official_venue_page,0,,yes,,,,0.3,unclear,0.6,bourg-la-reine.fr,S3,https://www.bourg-la-reine.fr/annuaire/548709/10648-yoga-place.htm,,,https://www.bourg-la-reine.fr/annuaire/548709/10648-yoga-place.htm
candidate,75,"conférence, danse, studio, workshop",Rue Bertron 92330 Sceaux,,venue_venue_studiomrg.fr_location_sceaux,to_contact,0,,dance_studio,Sceaux,0.8,,,location_sceaux,92,,,rental_possible: louez,75,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.781085,2.29056,"{'value': ['address', 'postal_code', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Location,1,official_venue_page,0,,no,,,,0.8,possible,0.8,studiomrg.fr,S3,https://www.studiomrg.fr/location,,,https://www.studiomrg.fr/location
candidate,95,,6 Boulevard Carnot 92 340 Bourg-la-Reine Tél : 01 79 71 40 00 Horaires Lundi,,venue_venue_bourg-la-reine.fr_reserver une salle_bourg-la-reine,to_contact,0,,dojo,Bourg-la-Reine,0.7,,0179714060,bourg-la-reine_location_bourg-la-reine,92,,,rental_possible: à la location,95,1/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,48.779062,2.315925,"{'value': ['address', 'postal_code', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Bourg-la-Reine location,1,official_rental_page,0,,no,,,,0.8,possible,0.7,bourg-la-reine.fr,S4,https://www.bourg-la-reine.fr/10613-reserver-une-salle.htm,,,https://www.bourg-la-reine.fr/10613-reserver-une-salle.htm
candidate,80,"cours, danse, studio",13 rue de Bièvres 92140 CLAMART,,venue_venue_sites.google.com_exprimedanse clamart_clamart,to_contact,0,"{""movement"": 25, ""surface_m2"": 80.0}",dance_studio,CLAMART,0.73,,,lieu_:_maison_des_associations_clamart,92,,,rental_possible: location salle | capacity: Capacité d'élèves par cours : 25 | 80m2 | address: 13 rue de Bièvres 92140 CLAMART,80,2/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.796102,2.25475,"{'value': ['phone', 'email', 'price', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}",Lieu : Maison des Associations,1,official_venue_page,0,,no,,,,0.8,possible,0.73,sites.google.com,S3,https://sites.google.com/essec.edu/exprime-danse-clamart/nos-salles,,,https://sites.google.com/essec.edu/exprime-danse-clamart/nos-salles
candidate,55,"danse, relaxation, sport, yoga",Carrefour de Clamart 92140 Clamart,,venue_venue_myoasso.com_yoga clamart_clamart,new,0,,yoga_studio,Clamart,0.3,,,"yoga,_relaxation_,_danse_clamart",92,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.796102,2.25475,"{'value': ['address', 'phone', 'email', 'price', 'capacity', 'specific_rental_page'], 'evidence_quote': '', 'confidence': 0.9}","Yoga, relaxation , danse",1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,myoasso.com,S3,https://www.myoasso.com,,,https://www.myoasso.com
